matkul,nim,nilai_angka,user,item,rating
Tugas Akhir,H1051131001,4.0,0,208,1.0
Tugas Akhir,H1051131005,3.5,1,208,0.875
KKM/Kerja Praktek,H1051131007,2.0,2,51,0.5
Tugas Akhir,H1051131007,3.0,2,208,0.75
Tugas Akhir,H1051131009,3.0,3,208,0.75
Tugas Akhir,H1051141003,3.0,4,208,0.75
Tugas Akhir,H1051141005,3.5,5,208,0.875
Tugas Akhir,H1051141008,3.0,6,208,0.75
Tugas Akhir,H1051141012,3.5,7,208,0.875
Tugas Akhir,H1051141022,2.5,8,208,0.625
Tugas Akhir,H1051141023,3.0,9,208,0.75
Tugas Akhir,H1051141030,4.0,10,208,1.0
Tugas Akhir,H1051141033,3.0,11,208,0.75
Tugas Akhir,H1051141034,3.0,12,208,0.75
Tugas Akhir,H1051141040,3.5,13,208,0.875
Tugas Akhir,H1051141041,2.0,14,208,0.5
Tugas Akhir,H1051141046,3.5,15,208,0.875
Tugas Akhir,H1051141048,2.0,16,208,0.5
Tugas Akhir,H1051141054,3.5,17,208,0.875
Tugas Akhir,H1051141060,3.5,18,208,0.875
Tugas Akhir,H1051151013,4.0,19,208,1.0
KKM/Kerja Praktek,H1051151018,0.0,20,51,0.0
Pemrosesan Pararel,H1051151018,1.0,20,123,0.25
Persamaan Diferensial,H1051151018,3.0,20,145,0.75
Robotika,H1051151018,0.0,20,169,0.0
Tugas Akhir,H1051151043,3.5,21,208,0.875
Tugas Akhir,H1051161003,3.0,22,208,0.75
Sistem Operasi,H1051161015,4.0,23,189,1.0
Tugas Akhir,H1051161015,3.0,23,208,0.75
Pengantar Jaringan Komputer,H1051161020,4.0,24,125,1.0
Perancangan Web,H1051161020,3.5,24,140,0.875
Teknik dan Sistem Digital,H1051161020,3.5,24,205,0.875
Tugas Akhir,H1051161020,3.0,24,208,0.75
Tugas Akhir,H1051161024,4.0,25,208,1.0
Tugas Akhir,H1051161036,3.0,26,208,0.75
Tugas Akhir,H1051161042,3.0,27,208,0.75
Tugas Akhir,H1051161047,4.0,28,208,1.0
Elektronika,H1051161048,0.0,29,34,0.0
Pemodelan dan Simulasi,H1051161048,4.0,29,111,1.0
Rekayasa Perangkat Lunak,H1051161048,1.0,29,166,0.25
Sistem Manajemen Basis Data,H1051161048,2.5,29,187,0.625
Sistem Operasi,H1051161048,2.0,29,189,0.5
Teknik Penulisan & Seminar Ilmiah,H1051161048,2.5,29,204,0.625
Teknik dan Sistem Digital,H1051161048,3.0,29,205,0.75
Pemodelan dan Simulasi,H1051161052,4.0,30,111,1.0
Pemrograman Multimedia & Animasi,H1051161052,0.0,30,117,0.0
Sistem Informasi Geografis,H1051161052,2.0,30,182,0.5
Sistem Manajemen Basis Data,H1051161052,0.0,30,187,0.0
Sistem Pendukung Keputusan,H1051161052,3.5,30,191,0.875
Interaksi Manusia dan Komputer,H1051161054,3.5,31,45,0.875
Persamaan Diferensial,H1051161054,4.0,31,145,1.0
Teknik dan Sistem Digital,H1051161054,3.5,31,205,0.875
Tugas Akhir,H1051171005,2.0,32,208,0.5
Sistem Manajemen Basis Data,H1051171006,3.5,33,187,0.875
Interaksi Manusia dan Komputer,H1051171015,3.5,34,45,0.875
Kalkulus Lanjut,H1051171015,2.0,34,53,0.5
Kriptografi,H1051171015,4.0,34,72,1.0
Metode Numerik,H1051171015,2.0,34,99,0.5
Rekayasa Perangkat Lunak,H1051171015,0.0,34,166,0.0
Robotika,H1051171015,0.0,34,169,0.0
Sistem Manajemen Basis Data,H1051171015,0.0,34,187,0.0
Sistem Mikroprosesor,H1051171015,1.5,34,188,0.375
Sistem Operasi,H1051171015,4.0,34,189,1.0
Interaksi Manusia dan Komputer,H1051171018,3.5,35,45,0.875
Pemrograman Multimedia & Animasi,H1051171018,4.0,35,117,1.0
Tugas Akhir,H1051171019,4.0,36,208,1.0
Interaksi Manusia dan Komputer,H1051171020,3.5,37,45,0.875
Komunikasi Data,H1051171020,4.0,37,69,1.0
Logika Samar,H1051171020,3.5,37,78,0.875
Pengolahan Sinyal Digital,H1051171020,4.0,37,135,1.0
Rekayasa Perangkat Lunak,H1051171020,1.0,37,166,0.25
Robotika,H1051171020,0.0,37,169,0.0
Sistem Informasi Bergerak,H1051171020,4.0,37,181,1.0
Sistem Waktu Nyata,H1051171020,4.0,37,193,1.0
Teknik Penulisan & Seminar Ilmiah,H1051171020,2.0,37,204,0.5
Tranduser dan Sensor,H1051171020,0.0,37,207,0.0
Tugas Akhir,H1051171020,3.0,37,208,0.75
Tugas Akhir,H1051171022,4.0,38,208,1.0
Digital Forensik,H1051171027,2.0,39,31,0.5
Metode Numerik,H1051171027,2.0,39,99,0.5
Pemrograman Multimedia & Animasi,H1051171027,0.0,39,117,0.0
Pengantar Jaringan Komputer,H1051171027,0.0,39,125,0.0
Robotika,H1051171027,0.0,39,169,0.0
Sistem Informasi Bergerak,H1051171027,4.0,39,181,1.0
Sistem Informasi Geografis,H1051171027,0.0,39,182,0.0
Komputer dan Masyarakat,H1051171040,0.0,40,68,0.0
Logika Samar,H1051171048,3.5,41,78,0.875
Sistem Mikroprosesor,H1051171048,4.0,41,188,1.0
Sistem Operasi,H1051171048,3.5,41,189,0.875
Sistem Pendukung Keputusan,H1051171048,4.0,41,191,1.0
Dasar Pemrograman,H1051171051,3.5,42,25,0.875
Elektronika,H1051171051,2.0,42,34,0.5
Interaksi Manusia dan Komputer,H1051171051,3.5,42,45,0.875
Logika Samar,H1051171051,3.5,42,78,0.875
Pengantar Jaringan Komputer,H1051171051,4.0,42,125,1.0
Sistem Operasi,H1051171051,3.0,42,189,0.75
Teknik dan Sistem Digital,H1051171051,3.0,42,205,0.75
Tranduser dan Sensor,H1051171051,3.5,42,207,0.875
Tugas Akhir,H1051171051,4.0,42,208,1.0
Interaksi Manusia dan Komputer,H1051171052,4.0,43,45,1.0
Logika Samar,H1051171052,4.0,43,78,1.0
Pemodelan dan Simulasi,H1051171052,4.0,43,111,1.0
Pemrograman Multimedia & Animasi,H1051171052,4.0,43,117,1.0
Pengenalan Teknologi Informasi,H1051171052,4.0,43,134,1.0
Tugas Akhir,H1051171052,4.0,43,208,1.0
Tugas Akhir,H1051171057,3.0,44,208,0.75
Digital Forensik,H1051171063,4.0,45,31,1.0
Elektronika,H1051171063,4.0,45,34,1.0
Fisika I,H1051171063,3.0,45,38,0.75
Matematika Diskrit,H1051171063,4.0,45,97,1.0
Pemodelan dan Simulasi,H1051171063,3.5,45,111,0.875
Pengenalan Citra dan Pola,H1051171063,4.0,45,133,1.0
Perancangan Web,H1051171063,4.0,45,140,1.0
Robotika,H1051171063,2.0,45,169,0.5
Teknik Penulisan & Seminar Ilmiah,H1051171063,3.5,45,204,0.875
Digital Forensik,H1051171064,3.0,46,31,0.75
Interaksi Manusia dan Komputer,H1051171064,3.5,46,45,0.875
Keamanan Jaringan,H1051171064,3.5,46,55,0.875
Pemrograman Multimedia & Animasi,H1051171064,1.0,46,117,0.25
Pemrosesan Pararel,H1051171064,1.0,46,123,0.25
Sistem Mikroprosesor,H1051171064,4.0,46,188,1.0
Teknik Penulisan & Seminar Ilmiah,H1051171064,3.0,46,204,0.75
Tugas Akhir,H1051171064,2.0,46,208,0.5
Fisika I,H1051171080,3.0,47,38,0.75
Interaksi Manusia dan Komputer,H1051171080,4.0,47,45,1.0
Logika Samar,H1051171080,4.0,47,78,1.0
Rekayasa Perangkat Lunak,H1051171080,2.5,47,166,0.625
Robotika,H1051171080,2.0,47,169,0.5
Sistem Manajemen Basis Data,H1051171080,2.5,47,187,0.625
Tugas Akhir,H1051171080,2.0,47,208,0.5
Interaksi Manusia dan Komputer,H1051181004,4.0,48,45,1.0
Jaringan Komputer Lanjut,H1051181004,4.0,48,48,1.0
KKM/Kerja Praktek,H1051181004,4.0,48,51,1.0
Pemrosesan Pararel,H1051181004,3.5,48,123,0.875
Robotika,H1051181004,3.5,48,169,0.875
Sistem Informasi Geografis,H1051181004,4.0,48,182,1.0
Teknik Penulisan & Seminar Ilmiah,H1051181004,4.0,48,204,1.0
Tugas Akhir,H1051181004,4.0,48,208,1.0
Interaksi Manusia dan Komputer,H1051181007,4.0,49,45,1.0
KKM/Kerja Praktek,H1051181007,4.0,49,51,1.0
Logika Samar,H1051181007,4.0,49,78,1.0
Pemrosesan Pararel,H1051181007,4.0,49,123,1.0
Robotika,H1051181007,3.0,49,169,0.75
Sistem Kendali,H1051181007,4.0,49,186,1.0
Teknik Penulisan & Seminar Ilmiah,H1051181007,3.5,49,204,0.875
Tranduser dan Sensor,H1051181007,4.0,49,207,1.0
Interaksi Manusia dan Komputer,H1051181008,3.5,50,45,0.875
KKM/Kerja Praktek,H1051181008,4.0,50,51,1.0
Pemodelan dan Simulasi,H1051181008,4.0,50,111,1.0
Pemrosesan Pararel,H1051181008,4.0,50,123,1.0
Pengenalan Citra dan Pola,H1051181008,4.0,50,133,1.0
Robotika,H1051181008,0.0,50,169,0.0
Teknik Penulisan & Seminar Ilmiah,H1051181008,2.0,50,204,0.5
Tugas Akhir,H1051181008,3.5,50,208,0.875
Fisika I,H1051181009,3.0,51,38,0.75
Interaksi Manusia dan Komputer,H1051181009,3.0,51,45,0.75
KKM/Kerja Praktek,H1051181009,4.0,51,51,1.0
Keamanan Jaringan,H1051181009,3.5,51,55,0.875
Logika Samar,H1051181009,4.0,51,78,1.0
Pemrosesan Pararel,H1051181009,3.5,51,123,0.875
Robotika,H1051181009,3.0,51,169,0.75
Teknik Penulisan & Seminar Ilmiah,H1051181009,3.5,51,204,0.875
Tugas Akhir,H1051181009,4.0,51,208,1.0
Interaksi Manusia dan Komputer,H1051181010,3.5,52,45,0.875
KKM/Kerja Praktek,H1051181010,0.0,52,51,0.0
Metode Numerik,H1051181010,3.0,52,99,0.75
Pemrograman Mobile,H1051181010,4.0,52,116,1.0
Pemrosesan Pararel,H1051181010,0.0,52,123,0.0
Robotika,H1051181010,0.0,52,169,0.0
Sistem Tertanam,H1051181010,0.0,52,192,0.0
Sistem Waktu Nyata,H1051181010,0.0,52,193,0.0
Teknik Penulisan & Seminar Ilmiah,H1051181010,0.0,52,204,0.0
Interaksi Manusia dan Komputer,H1051181012,4.0,53,45,1.0
KKM/Kerja Praktek,H1051181012,4.0,53,51,1.0
Pemodelan dan Simulasi,H1051181012,3.5,53,111,0.875
Pemrograman Multimedia & Animasi,H1051181012,4.0,53,117,1.0
Rekayasa Perangkat Lunak,H1051181012,4.0,53,166,1.0
Robotika,H1051181012,3.5,53,169,0.875
Sistem Mikroprosesor,H1051181012,3.5,53,188,0.875
Sistem Operasi,H1051181012,3.5,53,189,0.875
Teknik Penulisan & Seminar Ilmiah,H1051181012,4.0,53,204,1.0
Tugas Akhir,H1051181012,4.0,53,208,1.0
Interaksi Manusia dan Komputer,H1051181015,4.0,54,45,1.0
KKM/Kerja Praktek,H1051181015,4.0,54,51,1.0
Pemrograman Multimedia & Animasi,H1051181015,4.0,54,117,1.0
Pengenalan Citra dan Pola,H1051181015,4.0,54,133,1.0
Robotika,H1051181015,3.5,54,169,0.875
Teknik Penulisan & Seminar Ilmiah,H1051181015,4.0,54,204,1.0
Dasar Pemrograman,H1051181016,2.5,55,25,0.625
Interaksi Manusia dan Komputer,H1051181016,4.0,55,45,1.0
KKM/Kerja Praktek,H1051181016,4.0,55,51,1.0
Pemodelan dan Simulasi,H1051181016,4.0,55,111,1.0
Pemrograman Multimedia & Animasi,H1051181016,4.0,55,117,1.0
Pemrosesan Pararel,H1051181016,4.0,55,123,1.0
Robotika,H1051181016,3.0,55,169,0.75
Teknik Penulisan & Seminar Ilmiah,H1051181016,2.5,55,204,0.625
Tugas Akhir,H1051181016,2.5,55,208,0.625
Interaksi Manusia dan Komputer,H1051181017,4.0,56,45,1.0
KKM/Kerja Praktek,H1051181017,4.0,56,51,1.0
Pemrosesan Pararel,H1051181017,4.0,56,123,1.0
Robotika,H1051181017,2.5,56,169,0.625
Teknik Penulisan & Seminar Ilmiah,H1051181017,4.0,56,204,1.0
Tranduser dan Sensor,H1051181017,4.0,56,207,1.0
KKM/Kerja Praktek,H1051181018,4.0,57,51,1.0
Pemrograman Multimedia & Animasi,H1051181018,4.0,57,117,1.0
Pengenalan Citra dan Pola,H1051181018,4.0,57,133,1.0
Robotika,H1051181018,0.0,57,169,0.0
Teknik Penulisan & Seminar Ilmiah,H1051181018,3.5,57,204,0.875
Teknik dan Sistem Digital,H1051181018,2.5,57,205,0.625
Tugas Akhir,H1051181018,3.0,57,208,0.75
KKM/Kerja Praktek,H1051181019,4.0,58,51,1.0
Robotika,H1051181019,4.0,58,169,1.0
Teknik Penulisan & Seminar Ilmiah,H1051181019,4.0,58,204,1.0
Tranduser dan Sensor,H1051181019,4.0,58,207,1.0
Jaringan Komputer Lanjut,H1051181020,4.0,59,48,1.0
KKM/Kerja Praktek,H1051181020,4.0,59,51,1.0
Pemrosesan Pararel,H1051181020,4.0,59,123,1.0
Rekayasa Perangkat Lunak,H1051181020,1.0,59,166,0.25
Sistem Kendali,H1051181020,4.0,59,186,1.0
Sistem Mikroprosesor,H1051181020,4.0,59,188,1.0
Sistem Operasi,H1051181020,3.5,59,189,0.875
Sistem Tertanam,H1051181020,3.0,59,192,0.75
Tugas Akhir,H1051181020,3.0,59,208,0.75
Digital Forensik,H1051181022,3.5,60,31,0.875
Interaksi Manusia dan Komputer,H1051181022,4.0,60,45,1.0
KKM/Kerja Praktek,H1051181022,0.0,60,51,0.0
Pemrosesan Pararel,H1051181022,4.0,60,123,1.0
Pengenalan Citra dan Pola,H1051181022,4.0,60,133,1.0
Robotika,H1051181022,3.5,60,169,0.875
Teknik Penulisan & Seminar Ilmiah,H1051181022,3.5,60,204,0.875
Tugas Akhir,H1051181022,3.5,60,208,0.875
KKM/Kerja Praktek,H1051181023,4.0,61,51,1.0
Robotika,H1051181023,4.0,61,169,1.0
Sistem Manajemen Basis Data,H1051181023,4.0,61,187,1.0
Teknik Penulisan & Seminar Ilmiah,H1051181023,4.0,61,204,1.0
Teknik dan Sistem Digital,H1051181023,3.5,61,205,0.875
Tugas Akhir,H1051181023,4.0,61,208,1.0
Interaksi Manusia dan Komputer,H1051181026,3.5,62,45,0.875
KKM/Kerja Praktek,H1051181026,4.0,62,51,1.0
Logika Samar,H1051181026,3.5,62,78,0.875
Pemodelan dan Simulasi,H1051181026,4.0,62,111,1.0
Robotika,H1051181026,0.0,62,169,0.0
Teknik Penulisan & Seminar Ilmiah,H1051181026,2.5,62,204,0.625
Tranduser dan Sensor,H1051181026,2.0,62,207,0.5
Tugas Akhir,H1051181026,3.0,62,208,0.75
Interaksi Manusia dan Komputer,H1051181027,4.0,63,45,1.0
KKM/Kerja Praktek,H1051181027,4.0,63,51,1.0
Logika Samar,H1051181027,4.0,63,78,1.0
Pemodelan dan Simulasi,H1051181027,4.0,63,111,1.0
Pemrosesan Pararel,H1051181027,4.0,63,123,1.0
Robotika,H1051181027,3.5,63,169,0.875
Teknik Penulisan & Seminar Ilmiah,H1051181027,3.5,63,204,0.875
Tranduser dan Sensor,H1051181027,4.0,63,207,1.0
Interaksi Manusia dan Komputer,H1051181028,3.5,64,45,0.875
Jaringan Komputer Lanjut,H1051181028,3.5,64,48,0.875
Keamanan Jaringan,H1051181028,3.5,64,55,0.875
Kewirausahaan,H1051181028,3.0,64,65,0.75
Pemrosesan Pararel,H1051181028,4.0,64,123,1.0
Robotika,H1051181028,4.0,64,169,1.0
Sistem Kendali,H1051181028,4.0,64,186,1.0
Sistem Operasi,H1051181028,3.0,64,189,0.75
Tugas Akhir,H1051181028,3.0,64,208,0.75
Interaksi Manusia dan Komputer,H1051181029,3.5,65,45,0.875
Pemrograman Multimedia & Animasi,H1051181029,4.0,65,117,1.0
Robotika,H1051181029,0.0,65,169,0.0
Sistem Informasi Geografis,H1051181029,2.5,65,182,0.625
Sistem Manajemen Basis Data,H1051181029,0.0,65,187,0.0
Teknik Penulisan & Seminar Ilmiah,H1051181029,2.5,65,204,0.625
Teknik dan Sistem Digital,H1051181029,3.0,65,205,0.75
KKM/Kerja Praktek,H1051181030,4.0,66,51,1.0
Robotika,H1051181030,4.0,66,169,1.0
Sistem Operasi,H1051181030,4.0,66,189,1.0
Teknik Penulisan & Seminar Ilmiah,H1051181030,4.0,66,204,1.0
KKM/Kerja Praktek,H1051181032,4.0,67,51,1.0
Robotika,H1051181032,2.0,67,169,0.5
Sistem Informasi Geografis,H1051181032,4.0,67,182,1.0
Teknik Penulisan & Seminar Ilmiah,H1051181032,4.0,67,204,1.0
Tugas Akhir,H1051181032,4.0,67,208,1.0
KKM/Kerja Praktek,H1051181033,4.0,68,51,1.0
Robotika,H1051181033,2.5,68,169,0.625
Teknik Penulisan & Seminar Ilmiah,H1051181033,4.0,68,204,1.0
Tranduser dan Sensor,H1051181033,3.5,68,207,0.875
Tugas Akhir,H1051181033,4.0,68,208,1.0
Interaksi Manusia dan Komputer,H1051181034,3.5,69,45,0.875
KKM/Kerja Praktek,H1051181034,4.0,69,51,1.0
Pemrograman Multimedia & Animasi,H1051181034,4.0,69,117,1.0
Pemrosesan Pararel,H1051181034,4.0,69,123,1.0
Robotika,H1051181034,1.0,69,169,0.25
Sistem Manajemen Basis Data,H1051181034,1.0,69,187,0.25
Teknik Penulisan & Seminar Ilmiah,H1051181034,3.0,69,204,0.75
Tugas Akhir,H1051181034,4.0,69,208,1.0
Bahasa Inggris I,H1051181035,3.5,70,14,0.875
Interaksi Manusia dan Komputer,H1051181035,3.5,70,45,0.875
Jaringan Komputer Lanjut,H1051181035,4.0,70,48,1.0
Kewirausahaan,H1051181035,3.0,70,65,0.75
Pemodelan dan Simulasi,H1051181035,4.0,70,111,1.0
Pemrosesan Pararel,H1051181035,4.0,70,123,1.0
Sistem Kendali,H1051181035,3.5,70,186,0.875
Sistem Mikroprosesor,H1051181035,1.0,70,188,0.25
Teknik Penulisan & Seminar Ilmiah,H1051181035,2.5,70,204,0.625
Tranduser dan Sensor,H1051181035,3.0,70,207,0.75
Interaksi Manusia dan Komputer,H1051181036,4.0,71,45,1.0
KKM/Kerja Praktek,H1051181036,0.0,71,51,0.0
Pemrograman Multimedia & Animasi,H1051181036,4.0,71,117,1.0
Pemrosesan Pararel,H1051181036,4.0,71,123,1.0
Robotika,H1051181036,1.5,71,169,0.375
Sistem Manajemen Basis Data,H1051181036,2.5,71,187,0.625
Teknik Penulisan & Seminar Ilmiah,H1051181036,3.5,71,204,0.875
Tugas Akhir,H1051181036,4.0,71,208,1.0
Jaringan Komputer Lanjut,H1051181037,3.5,72,48,0.875
Keamanan Sistem,H1051181037,0.0,72,56,0.0
Kewirausahaan,H1051181037,3.0,72,65,0.75
Komputer dan Masyarakat,H1051181037,3.0,72,68,0.75
Kriptografi,H1051181037,4.0,72,72,1.0
Metode Numerik,H1051181037,0.0,72,99,0.0
Metodologi Penelitian,H1051181037,0.0,72,100,0.0
Pembelajaran Mesin,H1051181037,0.0,72,110,0.0
Pengolahan Sinyal Digital,H1051181037,0.0,72,135,0.0
Rekayasa Perangkat Lunak,H1051181037,1.5,72,166,0.375
Sistem Informasi Bergerak,H1051181037,0.0,72,181,0.0
Sistem Kendali,H1051181037,3.5,72,186,0.875
Sistem Mikroprosesor,H1051181037,0.0,72,188,0.0
Sistem Operasi,H1051181037,3.0,72,189,0.75
Sistem Waktu Nyata,H1051181037,1.0,72,193,0.25
Teknik dan Sistem Digital,H1051181037,2.5,72,205,0.625
Tugas Akhir,H1051181037,3.0,72,208,0.75
KKM/Kerja Praktek,H1051181038,4.0,73,51,1.0
Robotika,H1051181038,3.5,73,169,0.875
Teknik Penulisan & Seminar Ilmiah,H1051181038,4.0,73,204,1.0
Tranduser dan Sensor,H1051181038,3.5,73,207,0.875
Interaksi Manusia dan Komputer,H1051181039,3.5,74,45,0.875
KKM/Kerja Praktek,H1051181039,4.0,74,51,1.0
Pemrosesan Pararel,H1051181039,4.0,74,123,1.0
Robotika,H1051181039,3.0,74,169,0.75
Teknik Penulisan & Seminar Ilmiah,H1051181039,3.5,74,204,0.875
Tranduser dan Sensor,H1051181039,3.5,74,207,0.875
Bahasa Inggris I,H1051181041,4.0,75,14,1.0
Digital Forensik,H1051181041,3.5,75,31,0.875
Elektronika,H1051181041,2.0,75,34,0.5
Interaksi Manusia dan Komputer,H1051181041,3.5,75,45,0.875
Jaringan Komputer Lanjut,H1051181041,3.5,75,48,0.875
Persamaan Diferensial,H1051181041,3.0,75,145,0.75
Robotika,H1051181041,2.0,75,169,0.5
Sistem Mikroprosesor,H1051181041,4.0,75,188,1.0
Sistem Operasi,H1051181041,3.5,75,189,0.875
Tugas Akhir,H1051181041,3.5,75,208,0.875
Interaksi Manusia dan Komputer,H1051181047,3.5,76,45,0.875
KKM/Kerja Praktek,H1051181047,4.0,76,51,1.0
Keamanan Jaringan,H1051181047,3.5,76,55,0.875
Pemodelan dan Simulasi,H1051181047,4.0,76,111,1.0
Pemrograman Multimedia & Animasi,H1051181047,4.0,76,117,1.0
Pemrosesan Pararel,H1051181047,4.0,76,123,1.0
Robotika,H1051181047,3.0,76,169,0.75
Teknik Penulisan & Seminar Ilmiah,H1051181047,3.0,76,204,0.75
Digital Forensik,H1051181048,4.0,77,31,1.0
Interaksi Manusia dan Komputer,H1051181048,3.0,77,45,0.75
KKM/Kerja Praktek,H1051181048,3.5,77,51,0.875
Robotika,H1051181048,3.0,77,169,0.75
Teknik Penulisan & Seminar Ilmiah,H1051181048,3.5,77,204,0.875
Tranduser dan Sensor,H1051181048,3.0,77,207,0.75
Tugas Akhir,H1051181048,3.5,77,208,0.875
Digital Forensik,H1051181049,4.0,78,31,1.0
Fisika I,H1051181049,4.0,78,38,1.0
Interaksi Manusia dan Komputer,H1051181049,3.5,78,45,0.875
Jaringan Komputer Lanjut,H1051181049,4.0,78,48,1.0
KKM/Kerja Praktek,H1051181049,3.5,78,51,0.875
Pemrosesan Pararel,H1051181049,4.0,78,123,1.0
Rekayasa Perangkat Lunak,H1051181049,4.0,78,166,1.0
Sistem Kendali,H1051181049,3.0,78,186,0.75
Teknik dan Sistem Digital,H1051181049,3.0,78,205,0.75
Tugas Akhir,H1051181049,3.0,78,208,0.75
Interaksi Manusia dan Komputer,H1051181050,4.0,79,45,1.0
KKM/Kerja Praktek,H1051181050,4.0,79,51,1.0
Pemrosesan Pararel,H1051181050,4.0,79,123,1.0
Robotika,H1051181050,3.0,79,169,0.75
Teknik Penulisan & Seminar Ilmiah,H1051181050,4.0,79,204,1.0
Tranduser dan Sensor,H1051181050,3.5,79,207,0.875
Interaksi Manusia dan Komputer,H1051181051,4.0,80,45,1.0
KKM/Kerja Praktek,H1051181051,4.0,80,51,1.0
Logika Samar,H1051181051,3.5,80,78,0.875
Pemodelan dan Simulasi,H1051181051,4.0,80,111,1.0
Pemrosesan Pararel,H1051181051,4.0,80,123,1.0
Robotika,H1051181051,2.5,80,169,0.625
Teknik Penulisan & Seminar Ilmiah,H1051181051,4.0,80,204,1.0
Fisika I,H1051181054,4.0,81,38,1.0
Interaksi Manusia dan Komputer,H1051181054,3.5,81,45,0.875
KKM/Kerja Praktek,H1051181054,4.0,81,51,1.0
Pemrosesan Pararel,H1051181054,4.0,81,123,1.0
Perancangan Web,H1051181054,3.5,81,140,0.875
Rekayasa Perangkat Lunak,H1051181054,3.5,81,166,0.875
Sistem Kendali,H1051181054,3.5,81,186,0.875
Sistem Mikroprosesor,H1051181054,4.0,81,188,1.0
Teknik Penulisan & Seminar Ilmiah,H1051181054,2.5,81,204,0.625
Tugas Akhir,H1051181054,3.0,81,208,0.75
Digital Forensik,H1051181055,3.5,82,31,0.875
Interaksi Manusia dan Komputer,H1051181055,0.0,82,45,0.0
KKM/Kerja Praktek,H1051181055,0.0,82,51,0.0
Keamanan Jaringan,H1051181055,3.5,82,55,0.875
Kewirausahaan,H1051181055,3.0,82,65,0.75
Komputer dan Masyarakat,H1051181055,3.0,82,68,0.75
Pemrosesan Pararel,H1051181055,0.0,82,123,0.0
Robotika,H1051181055,2.5,82,169,0.625
Sistem & Sirkuit,H1051181055,2.0,82,177,0.5
Teknik Penulisan & Seminar Ilmiah,H1051181055,2.5,82,204,0.625
Elektronika,H1051181056,1.0,83,34,0.25
Interaksi Manusia dan Komputer,H1051181056,3.5,83,45,0.875
KKM/Kerja Praktek,H1051181056,4.0,83,51,1.0
Pemrosesan Pararel,H1051181056,4.0,83,123,1.0
Pengenalan Citra dan Pola,H1051181056,4.0,83,133,1.0
Robotika,H1051181056,2.5,83,169,0.625
Sistem Informasi Geografis,H1051181056,3.5,83,182,0.875
Sistem Kendali,H1051181056,3.5,83,186,0.875
Teknik Penulisan & Seminar Ilmiah,H1051181056,3.0,83,204,0.75
Tugas Akhir,H1051181056,3.0,83,208,0.75
Interaksi Manusia dan Komputer,H1051181057,3.5,84,45,0.875
Jaringan Komputer Lanjut,H1051181057,4.0,84,48,1.0
KKM/Kerja Praktek,H1051181057,4.0,84,51,1.0
Logika Samar,H1051181057,3.5,84,78,0.875
Pemodelan dan Simulasi,H1051181057,4.0,84,111,1.0
Pemrosesan Pararel,H1051181057,4.0,84,123,1.0
Pengantar Jaringan Komputer,H1051181057,4.0,84,125,1.0
Sistem Mikroprosesor,H1051181057,4.0,84,188,1.0
Teknik Penulisan & Seminar Ilmiah,H1051181057,3.0,84,204,0.75
Tranduser dan Sensor,H1051181057,3.5,84,207,0.875
KKM/Kerja Praktek,H1051181058,4.0,85,51,1.0
Pemrograman Multimedia & Animasi,H1051181058,4.0,85,117,1.0
Robotika,H1051181058,4.0,85,169,1.0
Teknik Penulisan & Seminar Ilmiah,H1051181058,4.0,85,204,1.0
Tranduser dan Sensor,H1051181058,3.5,85,207,0.875
KKM/Kerja Praktek,H1051181059,4.0,86,51,1.0
Pemrosesan Pararel,H1051181059,3.5,86,123,0.875
Robotika,H1051181059,3.0,86,169,0.75
Sistem Informasi Geografis,H1051181059,4.0,86,182,1.0
Teknik Penulisan & Seminar Ilmiah,H1051181059,3.5,86,204,0.875
Jaringan Komputer Lanjut,H1051181061,4.0,87,48,1.0
KKM/Kerja Praktek,H1051181061,4.0,87,51,1.0
Logika Samar,H1051181061,3.5,87,78,0.875
Pemodelan dan Simulasi,H1051181061,3.5,87,111,0.875
Pemrograman Multimedia & Animasi,H1051181061,4.0,87,117,1.0
Pemrosesan Pararel,H1051181061,4.0,87,123,1.0
Rekayasa Perangkat Lunak,H1051181061,2.5,87,166,0.625
Sistem Kendali,H1051181061,3.5,87,186,0.875
Teknik Penulisan & Seminar Ilmiah,H1051181061,3.5,87,204,0.875
Tranduser dan Sensor,H1051181061,4.0,87,207,1.0
Tugas Akhir,H1051181061,3.0,87,208,0.75
Interaksi Manusia dan Komputer,H1051181062,4.0,88,45,1.0
KKM/Kerja Praktek,H1051181062,4.0,88,51,1.0
Pemrosesan Pararel,H1051181062,3.5,88,123,0.875
Robotika,H1051181062,3.5,88,169,0.875
Sistem Manajemen Basis Data,H1051181062,4.0,88,187,1.0
Teknik Penulisan & Seminar Ilmiah,H1051181062,4.0,88,204,1.0
Digital Forensik,H1051181064,3.5,89,31,0.875
Elektronika,H1051181064,3.5,89,34,0.875
Interaksi Manusia dan Komputer,H1051181064,4.0,89,45,1.0
KKM/Kerja Praktek,H1051181064,2.0,89,51,0.5
Kalkulus,H1051181064,3.0,89,52,0.75
Pemrosesan Pararel,H1051181064,4.0,89,123,1.0
Robotika,H1051181064,2.5,89,169,0.625
Teknik Penulisan & Seminar Ilmiah,H1051181064,4.0,89,204,1.0
Teknik dan Sistem Digital,H1051181064,3.0,89,205,0.75
Tugas Akhir,H1051181064,4.0,89,208,1.0
Dasar Pemrograman,H1051181066,3.0,90,25,0.75
Interaksi Manusia dan Komputer,H1051181066,3.5,90,45,0.875
